iter	Logloss
942	0.07707616303
943	0.07696151522
944	0.07689266068
945	0.07680999131
946	0.07672127585
947	0.07663638564
948	0.07653920058
949	0.07647262599
950	0.07636506292
951	0.07629932431
952	0.07624376948
953	0.0761625272
954	0.07608472173
955	0.0759958796
956	0.07596892551
957	0.07588260822
958	0.0758066436
959	0.07574615732
960	0.07563112108
961	0.07556653933
962	0.07547198044
963	0.07542340057
964	0.07531647928
965	0.07524558966
966	0.07518892019
967	0.07510598905
968	0.07504918447
969	0.07497915617
970	0.07482812203
971	0.07470156781
972	0.07458767999
973	0.07450832922
974	0.07438108257
975	0.07423899935
976	0.0741727963
977	0.07409304021
978	0.07401542896
979	0.07395284006
980	0.07383641896
981	0.07372970877
982	0.07365772984
983	0.07354119052
984	0.07347647367
985	0.07340230768
986	0.0733283359
987	0.07324055776
988	0.07318064569
989	0.07310392108
990	0.07299130835
991	0.07293138784
992	0.07287124777
993	0.07282043018
994	0.07275111964
995	0.07267476659
996	0.07258249609
997	0.07249514016
998	0.0724363174
999	0.07237966482
